fighter_id,name,record,height_in,reach_in,stance,dob
1f9c371c93dfd3a9,Ryan McGillivray,12-0-1,71,,,1986-09-27
1fb80f46d3c105d9,Fabio Maldonado,23-11-0,73,75,Orthodox,1980-03-17
1fc64507a0cb38cf,Rostem Akman,6-2-0,70,72,Switch,1991-12-19
1fcfc3709fe58151,Peter Sobotta,17-7-1,72,75,Southpaw,1987-01-11
1fd4fbdcc67de844,Drew McFedries,12-7-0,72,72,Southpaw,1978-07-27
1fe7adb23b3eedfb,Yuki Kondo,60-33-9,71,,Southpaw,1975-07-17
1ff9589f9065a9ed,Frank Mir,18-11-0,75,79,Southpaw,1979-05-24
1ffc38f67785797b,Lowell Anderson,0-1-0,66,,Orthodox,
20205040232ed0f3,Tyson Griffin,16-8-0,66,68,Orthodox,1984-04-20
202b0467521c9d6f,Viktor Pesta,10-4-0,75,77,Orthodox,1990-07-15
203c957eac95dd87,Hyun Gyu Lim,13-7-1,75,77,Orthodox,1985-01-16
2067a177a2842fbf,Sammy Morgan,18-12-0,70,,Orthodox,1981-09-28
207773daeb4afa7b,Devonte Smith,11-4-0,69,76,Orthodox,1993-07-30
20999e27ddd94bda,Ryan Benoit,10-8-0,65,68,Orthodox,1989-08-25
20a0e4cc5227c117,Jose Souza,9-1-0,75,79,Orthodox,2002-05-23
20bcc9966affb19c,Jake O'Brien,15-4-0,75,76,Orthodox,1984-09-25
20bccc9bb4ceb23e,Melquizael Costa,26-8-0,70,71,Southpaw,1996-09-14
20bd6c3e03c46ee6,Townsend Saunders,0-2-0,65,,Orthodox,
20d37922ba85e6fc,Artur Minev,7-1-0,69,69,Orthodox,2003-09-27
20ec0061400178ca,Roberto Traven,6-4-1,75,,Orthodox,1968-09-16
210935fd21670f6d,Rich Attonito,10-5-0,70,72,Orthodox,1977-06-16
21321cdfba797c52,Derrick Noble,27-15-1,69,,Southpaw,1978-08-14
2153a7f8396a46cc,Luiz Dutra,13-6-1,71,,Orthodox,1982-05-06
215a70f073a7b726,Jordan Espinosa,15-9-0 (1 NC),66,69,Orthodox,1989-11-08
219a254e15d60135,Tim Hague,21-13-0,76,76,Orthodox,1983-05-09
21b1132949f2a9b0,Steve Berger,21-23-2 (1 NC),71,,Orthodox,1973-05-20
21b5c82c1b89dab1,Yusaku Kinoshita,6-3-0,72,71,Southpaw,2000-08-21
21b813b919776d90,Erik Silva,9-4-0,69,71,Orthodox,1987-03-16
21b8a0f5c231096f,Mark Coleman,16-10-0,73,75,Orthodox,1964-12-20
21f2974fd08085e3,Saeed Hosseini,0-1-0,,,,
22061ff217907c78,Konstantin Erokhin,9-3-0,71,,Orthodox,1983-01-31
2244d9a2b64b8c3b,Hannah Cifers,10-7-0,61,62,Orthodox,1992-06-26
225def29ecfe0fc1,Carlos Huachin,10-5-1,64,67,Southpaw,1996-06-04
2284092f8b63273b,Luke Zachrich,14-4-0,74,74,Orthodox,1981-12-19
2296125b6c362355,Wulijiburen,20-9-0,69,69,Orthodox,1989-03-01
2299605af59fd309,Emmanuel Yarborough,1-2-0,80,,Open Stance,1960-09-05
22a92d7f62195791,Tony Ferguson,26-11-0,71,76,Orthodox,1984-02-12
22aa91e402d0fe1f,Ramsey Nijem,9-6-0,71,75,Orthodox,1988-04-01
22d1e00e1aabb7c9,Mike Whitehead,27-8-0,73,,Orthodox,1981-06-29
22e07d3da1aa3475,Andrey Pulyaev,10-5-0,76,78,Southpaw,1997-09-10
22e47b53e4ceb27c,David Loiseau,23-11-0,72,76,Orthodox,1979-12-17
22edaf53ad59a967,Daniel Roberts,15-7-0,70,74,Southpaw,1980-08-05
22ee260735da0d58,Richard Crunkilton,19-4-0,67,,Orthodox,1979-11-25
23024fdfc966410a,Gilbert Burns,22-10-0,70,71,Orthodox,1986-07-20
231926533134ec1f,Justin Buchholz,15-10-0,72,73,Orthodox,1983-08-22
231cae8b77fbbcc1,Khalid Murtazaliev,14-2-0,72,76,Orthodox,1993-07-15
232c582f29f8f65e,Gegard Mousasi,42-6-2,74,76,Orthodox,1985-08-01
23459ee7e373b98f,Jared Hamman,14-6-0,75,75,Orthodox,1982-03-07
234f3767ff0e5701,Kendall Grove,23-17-0 (1 NC),78,79,Orthodox,1982-11-12
236a37d96d476164,Mike Pierce,17-7-0,68,71,Orthodox,1980-09-01
237187ed9f419285,Jack McGlaughlin,1-4-0,,,Orthodox,
23725c826c481e7f,Paul Daley,39-15-2,69,76,Orthodox,1983-02-21
239d8e5359022f3b,Kevin Vallejos,18-1-0,67,68,Switch,2001-12-08
23a16ebe733e3041,Rory Markham,17-6-0,72,71,Orthodox,1982-03-25
23a6e307077c6ccc,Enrique Marin,10-4-0,70,,,1986-09-02
23ab42947c1990e3,Ron van Clief,0-1-0,70,,Orthodox,1943-01-25
23dec7c47cb418f8,Zach Reese,10-4-0 (1 NC),76,77,Switch,1994-03-24
24174a3f44ce8e03,Chan-Mi Jeon,5-2-0,65,,Orthodox,1997-08-28
242d36d241b43c12,Kron Gracie,5-3-0,69,70,Southpaw,1988-07-11
24656ef4d605c96f,Aiemann Zahabi,14-3-0,68,68,Orthodox,1987-11-19
24b033b3daf1c9df,Luiz Cane,17-7-0 (1 NC),74,77,Southpaw,1981-04-24
2525a853486ee670,Sirwan Kakai,12-5-0,65,,Orthodox,1989-10-03
2526be54e6a0e62a,Denys Bondar,14-5-0,66,69,Orthodox,1992-06-27
253076a23d03dcd0,Allan Nascimento,22-7-0,68,69,Orthodox,1991-09-11
253de74457bd6374,Tony Fryklund,14-9-1,72,,Orthodox,1971-03-26
25433871e4eee0f4,Alberto Crane,15-5-0,65,,Orthodox,1976-07-14
2549d63da9c456cb,Rick Davis,3-1-1,69,,Orthodox,
2558ae2e5671e318,Khaos Williams,16-5-0,72,77,Orthodox,1994-03-30
257b0c8d6f199895,Impa Kasanganay,9-2-0,71,75,Orthodox,1994-01-17
25af5e832f17b474,Jesus Pinedo,16-5-1,70,,Southpaw,1996-06-22
25f9a5f3e8a52618,Jhonata Diniz,9-2-0,76,79,Orthodox,1991-06-23
260bd4cef10b033f,Ihor Potieria,20-8-0,75,75,Southpaw,1996-05-29
260e9e0d4954aea6,Rodolfo Vieira,11-5-0,72,73,Orthodox,1989-09-25
2620f3eb21c79614,Scott Adams,8-1-0,72,,Southpaw,
262a7d06203657e6,Alexander Hernandez,18-9-0,69,72,Orthodox,1992-10-01
262d32ebda89efc4,Natalia Silva,20-5-1,64,65,Southpaw,1997-02-03
263ebd4a669e1e98,Fabiano Iha,9-5-0,68,,Orthodox,1970-07-28
2650e2f846a30f64,Amir Sadollah,6-5-0,70,75,Orthodox,1980-08-27
265589bdd93e7ce5,Lodune Sincaid,15-9-0,69,,Orthodox,1973-05-07
2676b28836a5a836,Benson Henderson,24-7-0,69,70,Southpaw,1983-11-16
267f4a6568abe245,Landon Quinones,7-3-1,69,70,Southpaw,1995-11-21
26b63bc5c0c1f65d,Alex Chambers,5-5-0,63,63,Southpaw,1978-10-25
26e3f3928b1891d9,Hannah Goldy,6-4-0,64,61,Orthodox,1992-05-18
26eddcda9d6b2ffe,Paul Rodriguez,10-9-2,67,,Orthodox,1975-05-18
270b89c00ef0c55c,Gabriel Gonzaga,17-11-0,74,76,Orthodox,1979-05-18
271fe91f4ba9d2c5,Don Frye,20-9-1 (1 NC),73,,Orthodox,1965-11-23
2721bb808bb2523c,Curt Warburton,13-6-0,72,73,Orthodox,
2747c60e42d9d75f,David Teymur,8-2-0,69,73,Southpaw,1989-05-01
27541033b97c076d,Kevin Ferguson,5-2-0 (1 NC),74,77,Orthodox,1974-02-08
275aca31f61ba28c,Islam Makhachev,28-1-0,70,70,Southpaw,1991-10-27
275cafc9de131c83,Dave Menne,45-17-2,70,,Orthodox,1974-07-29
276c60b14b571dd4,Takenori Sato,19-11-7 (1 NC),70,,Southpaw,1985-06-08
279566840aa55bf2,Alexander Volkov,40-11-0,79,80,Orthodox,1988-10-24
27b164b0d1833df0,Kalindra Faria,18-8-1,67,,Switch,1986-07-23
27b388f0aab49780,Dione Barbosa,10-4-0,66,66,Orthodox,1992-05-08
27d65e9d0fba61ea,Roger Hollett,13-5-0,71,,Orthodox,1978-10-08
27fc9218a3653e3c,Justin Eilers,19-7-1,73,,Orthodox,1978-06-28
2804ce8dadab5770,Marcelo Rojo,16-10-0,68,71,Orthodox,1988-07-02
2816ced060a21be3,Nick Hein,14-5-0 (1 NC),66,66,Southpaw,1984-04-24
282fa667ff9c51ed,Cole Miller,21-11-0 (1 NC),73,73,Orthodox,1984-04-26
2844b047183a1adb,Luis Pena,9-3-0,75,75,Southpaw,1993-07-05
285ae0b4a68221f4,JunYong Park,19-7-0,70,73,Orthodox,1991-02-27
288aaa8f82040e02,Dante Rivera,16-7-0,73,,Southpaw,1974-12-08
28ba5f27e473420c,Alexandre Ferreira,18-6-0,67,,Orthodox,1979-04-25
28c55b4087a6f136,Elvis Mutapcic,15-6-1,72,72,Orthodox,1986-07-19
28d421729451c8ca,Carlos Leal,23-7-0,71,74,Orthodox,1994-05-04
28f3c2258a1d8874,John Hathaway,17-2-0,73,75,Orthodox,1987-07-23
28f62d866c59c709,Waylon Lowe,16-7-0 (2 NC),67,,Southpaw,1980-10-31
29162be25ebef5f0,Luis Gurule,11-4-0,65,64,Orthodox,1993-11-16
2924886ee9c4c527,Thiago Silva,19-6-0 (2 NC),74,74,Orthodox,1982-11-12
2937cb502dda0808,Anistavio Medeiros,19-10-0,66,,Orthodox,1988-05-01
294aa73dbf37d281,Bruno Silva,15-9-2 (1 NC),64,65,Orthodox,1990-03-16
2961be02cfb0d2c1,Roman Mitichyan,8-3-0,70,,Orthodox,1978-09-04
296a120cb880477b,Kiru Sahota,12-3-0,70,73,Orthodox,1995-05-28
2975297f505e9447,Jonny Parsons,9-3-0,69,69,Orthodox,1991-09-06
297a2b35444c245b,Mandy Bohm,8-2-0 (1 NC),67,71,Orthodox,1989-07-30
2997e7fe3c9d3d4a,Wang Cong,10-1-0,66,65,Southpaw,1992-05-15
29af297d9f1de0f8,Damon Jackson,23-8-1 (1 NC),71,71,Switch,1988-08-08
29f935654825331b,Chris Sanford,5-1-0,71,,Orthodox,1968-03-12
2a4200ead401a9ce,Carls John De Tomas,6-2-0,65,71,Southpaw,1996-08-28
2a542ee8a8b83559,Tim Sylvia,31-10-0 (1 NC),80,80,Orthodox,1976-03-05
2a6f8136da1e52c0,Koji Kitao,1-2-0,79,,Southpaw,1963-10-12
2a7afe14b3a0a058,Asbel Cancio,0-1-0,70,,,
2a8502954f49e682,Vinicius Queiroz,8-4-0,79,,Orthodox,1983-08-29
2aa49b3766a59bcd,Jordan Mein,31-12-0,72,73,Orthodox,1989-10-10
2ac4628c08ec5125,Markus Perez,12-5-0,73,73,Orthodox,1988-06-22
2adb11835acd815b,Tom Blackledge,10-7-0,,,Orthodox,
2af2f2e26c4c0402,Hunter Azure,9-2-0,68,69,Orthodox,1992-03-02
2b06b6ad5db63348,Brandon Melendez,25-25-0,71,,Southpaw,1983-03-24
2b074403b7c6cdb4,Thomas Almeida,22-5-0,67,70,Southpaw,1991-07-31
2b1587a3376ab743,Ernie Verdicia,0-1-0,71,,Orthodox,
2b266e623e20737a,Rodrigo Vera,22-1-1,68,68,Orthodox,1995-10-18
2b4faacc16d66898,Eiji Mitsuoka,18-9-2,67,,Southpaw,1976-01-01
2b68d9f125d07b42,Jared Vanderaa,12-10-0,76,80,Orthodox,1992-05-12
2b6d855c6e280fb1,Alex Nicholson,7-4-0,76,77,Orthodox,1990-05-02
2b6fc1c02736833d,Umar Nurmagomedov,20-1-0,68,69,Orthodox,1996-01-03
2b93ebd9f5417ad2,Michael Bisping,30-9-0,73,75,Orthodox,1979-02-28
2bd98ab77a8daa75,Stewart Nicoll,8-4-0,65,65,Orthodox,1994-11-04
2be6596a9db33bf5,Jason MacDonald,25-16-0,75,80,Orthodox,1975-06-03
2c010b26a3306969,Orion Cosce,8-2-0,71,71,Switch,1994-07-15
2c1170b825f58e57,Guangyou Ning,5-4-1,64,64,Southpaw,1981-12-15
2c2caf2f2bab9df5,Humberto Bandenay,14-7-0 (1 NC),71,71,Southpaw,1994-09-04
2c483cf443f38ece,Vanessa Demopoulos,11-8-0,62,59,Orthodox,1988-09-22
2c5a0b8317f8f27a,Roque Martinez,15-8-2,70,72,Orthodox,1986-03-04
2c5f5749569eef66,Tainara Lisboa,7-4-0,67,67,Orthodox,1991-03-02
2c64c035485906aa,Nah-Shon Burrell,15-7-0 (1 NC),71,,Orthodox,1990-02-05
2c6e81426dd7573c,Jack May,9-3-0,80,,Switch,1981-04-14
2c99576fefe53c7c,Renan Barao,34-9-0 (1 NC),66,70,Orthodox,1987-01-31
2c9d00968f818270,Hakeem Dawodu,13-4-1,68,73,Orthodox,1991-07-02
2caf993f53541fa1,Andreas Gustafsson,12-3-0,73,73,Orthodox,1991-02-20
2cd428e9606856fd,Jairzinho Rozenstruik,15-6-0,74,78,Orthodox,1988-03-17
2cdb479a0ef0ee1d,Xiong Jingnan,19-3-0,64,63,Switch,1988-01-12
2cfba6c837c03ed0,Patchy Mix,20-3-0,71,70,Southpaw,1993-08-16
2d447cc91bdaa545,Joachim Christensen,14-6-0,75,76,Orthodox,1978-11-07
2db0c114414d4f06,Karine Gevorgyan,3-3-0,64,63,,1989-03-09
2db7fa8db6bc9632,Shane Nelson,16-7-0,69,70,Southpaw,1984-11-29
2dbc60c52de126d8,Harry Hardwick,13-5-1,68,71,Switch,1994-09-29
2dc1bc1a02961656,Manny Bermudez,14-2-0,70,71,Orthodox,1994-07-16
2de91c2244ad7e89,Dominic Waters,9-5-0,73,79,Orthodox,1989-04-11
2e04a3b4a2011b97,Roland Payne,0-1-0,69,,Orthodox,
2e19380f34871c6a,Dominick Reyes,16-5-0,76,77,Southpaw,1989-12-26
2e25c1d983c26311,Colton Smith,7-4-0,72,71,Orthodox,1987-08-14
2e45d08b3f2f02c8,Malcolm Wellmaker,10-2-0,70,71,Switch,1994-06-04
2e585c701f72fe55,Ian Heinisch,14-5-0,71,72,Orthodox,1988-08-05
2e5c2aa8e4ab9d82,Paulo Costa,16-4-0,73,72,Orthodox,1991-04-21
2e7878927067fdca,Manuel Torres,17-4-0,70,73,Switch,1995-03-25
2ebfbe72ed703925,Tristan Connelly,14-8-0,70,68,Orthodox,1985-12-12
2ee09ec2a0695eb9,Mike van Arsdale,8-5-0,74,,Switch,1965-06-20
2eeaefbfc7f9fcff,Lina Lansberg,10-8-0,67,65,Orthodox,1982-03-13
2efbc83a6b9b7f86,Tai Bowden,1-1-0,71,,,
2f13e4020cea5b38,Raphael Assuncao,28-10-0,65,66,Orthodox,1982-07-19
2f1700b3a4a09bc7,Paul Georgieff,6-2-0,74,,Orthodox,1982-09-22
2f181c0467965b98,Brendan Allen,27-7-0,74,75,Orthodox,1995-12-28
2f1a257d6777096d,Luigi Vendramini,9-3-0,68,73,Orthodox,1996-01-16
2f3f12002564bb55,Steve Bruno,15-6-0,70,,Orthodox,1981-11-03
2f43a3e82661fa99,Rei Tsuruya,11-1-0,66,68,Orthodox,2002-06-22
2f5cbecbbe18bac4,Shamil Abdurakhimov,20-8-0,75,76,Orthodox,1981-09-02
2f6a993c7f547c13,Sergey Morozov,19-5-0,66,67,Orthodox,1989-06-14
2f732dd9210d301f,Tito Ortiz,19-12-1,75,74,Orthodox,1975-01-23
2f815ed5f8278ba6,Ateba Gautier,11-1-0,76,81,Switch,2002-04-10
2f95a3c6d58b2aad,Iuri Alcantara,35-10-0 (1 NC),69,71,Southpaw,1980-08-04
2fc7e9701642ca38,Matthew Lopez,10-4-0,67,69,Southpaw,1987-01-21
2fe9032955c2e013,Joseph Morales,15-2-0,66,69,Switch,1994-08-22
2fee10d5cf86bfca,Maia Stevenson,6-5-0,64,62,Orthodox,1982-03-19
2ff2e6e5abea3e53,Lewis Gonzalez,11-3-0,70,,Orthodox,1987-09-19
3033c1c080672475,Dakota Bush,8-4-0,70,73,Orthodox,1994-06-09
303a05a7aa3ff761,Richard Walsh,9-5-0,72,73,Orthodox,1988-12-01
304a21d0595e1a08,Justin Jaynes,16-8-0,67,68,Orthodox,1989-08-10
304fcd812f12c589,Geza Kalman,4-9-0,73,,,
3058888c33149a53,Yusuke Kasuya,9-3-0,67,,Southpaw,1989-11-16
305d73ede05e31ad,Austin Lingo,9-3-0,70,70,Orthodox,1994-07-10
30a09e43f15f1d75,Paulo Thiago,18-9-0,71,74,Orthodox,1981-01-25
30b577b112bef42d,Vernon Ramos Ho,3-1-0,66,,Orthodox,1992-06-03
30cad5a751adcb48,Alibi Idiris,11-1-0 (1 NC),66,68,Orthodox,1994-10-22
30cd319d39ee689b,Gerry Harris,1-4-0,80,,Orthodox,
30ea504870f8597b,Josh Stansbury,4-8-0,74,74,Orthodox,1984-11-19
31123249b0bbf52e,Matt Brown,26-19-0,72,75,Orthodox,1981-01-10
312f47c3d2f83ffa,Houston Dorr,1-2-0,73,,Orthodox,
312f7d7b2b2f7de4,Djorden Santos,11-3-0,72,75,Orthodox,1997-08-01
3138fab619faf4d1,Brian Cobb,20-9-0,71,,Orthodox,1980-09-03
3143bf892608139a,Yana Santos,17-8-0 (1 NC),66,68,Orthodox,1989-11-11
31652c9267606d54,John Lober,5-9-4,71,,Orthodox,1968-02-26
318572f6f74b760d,Charlie Ontiveros,11-9-0,74,74,Switch,1991-07-04
318e629d1eb7aa49,Richie Hightower,8-4-0 (1 NC),68,,Orthodox,1974-11-26
319fa1bd3176bded,Johnny Rhodes,2-1-0,72,,Orthodox,
31a13532e724ca2b,Stevie Ray,23-9-0,70,70,Southpaw,1990-03-25
31bb0772f21cabd8,Daniel Lacerda,11-6-0 (1 NC),66,70,Switch,1996-06-05
31bbd39c0a075d4e,Pingyuan Liu,13-7-0,66,72,Orthodox,1993-02-13
31bbd46d57dfbcb7,John Campetella,0-1-0,69,,Orthodox,
31c01fbc2586a5eb,Dwayne Cason,1-1-0,70,,Orthodox,
31ceaf0e670c1578,Gil Castillo,8-5-0,69,,Southpaw,1965-10-21
31d7446b184e3305,Magomed Mustafaev,14-4-0,68,71,Orthodox,1988-08-02
31dbfbe4e7a6727c,Trey Waters,9-2-0,77,77,Orthodox,1995-02-21
31ee470ef5dc8d7f,Thiago Alves,23-15-0,69,70,Orthodox,1983-10-03
31ef8b67e13495b3,Tecia Pennington,15-8-0,61,60,Orthodox,1989-08-16
31f8081c7600da93,Kyle Nelson,17-7-1,71,71,Switch,1991-04-20
32016899d0a222a3,Lee Murray,8-2-1 (1 NC),75,,Orthodox,1977-09-12
320edfb0332b7073,Fredson Paixao,10-5-0 (1 NC),66,66,Orthodox,1979-05-13
322a56923b396b4d,DaMarques Johnson,15-15-0,73,75,Orthodox,1982-06-28
3236bf606fe9fa5b,Travis Browne,18-7-1,78,79,Orthodox,1982-07-17
323d4ca260dfa0ba,Esteban Ribovics,15-3-0,70,69,Orthodox,1996-04-27
32490e80ddab1e5a,Song Kenan,22-9-0,72,71,Orthodox,1990-03-10
3253b16d38ae087d,Julianna Pena,13-6-0,66,69,Orthodox,1989-08-19
325ad0dd9126d3df,Randy Costa,6-4-0,69,73,Switch,1994-07-06
3261aa79bf6caa64,Ben Johnston,5-2-0,76,76,Orthodox,1990-10-11
326a001926ffb7ec,Darian Weeks,5-3-0,71,72,Orthodox,1993-11-23
326f94d6cfb1bf25,Ben Sosoli,7-3-0 (2 NC),72,72,Southpaw,1989-12-10
327d5f279895110d,Roman Dolidze,15-5-0,74,76,Orthodox,1988-07-15
329e403448756217,Nathaniel Wood,23-6-0,66,69,Orthodox,1993-05-08
32a3025d5db456ae,Jon Hess,1-1-0,79,,,
32ab52e5de93092d,Steve Erceg,14-5-0,68,68,Orthodox,1995-07-27
32ba186f4b0e3267,Brian Ebersole,51-18-1 (1 NC),72,73,Southpaw,1980-11-27
32be4b7f7de1c905,Chico Camus,17-7-0 (1 NC),66,66,Orthodox,1985-01-26
32c03df3c9760069,Wendell Oliveira Marques,29-10-0,70,,Orthodox,1983-06-01
32c355b04fc57f3a,Marc Diakiese,17-7-0,70,73,Orthodox,1993-03-16
32c3ee378671a5d9,Austin Vanderford,13-3-0,71,74,Orthodox,1990-03-21
32feae6d9a1e5047,Quang Le,9-3-0,67,70,Orthodox,1991-10-18
33011768c3c4dc9a,Terry Etim,16-5-0,73,73,Orthodox,1986-01-11
330bafba312face4,Oliver Enkamp,7-2-0,72,77,Switch,1991-08-10
330ec26453c44a59,Mike Nickels,9-5-0,76,,Orthodox,1971-12-13
3329d692aea4dc28,Hamdy Abdelwahab,7-1-0 (1 NC),74,72,Southpaw,1993-01-22
333b9e5c723ac873,Aleksandar Rakic,14-6-0,76,78,Orthodox,1992-02-06
3351aa64aa83c4d9,Cory McKenna,8-4-0,63,58,Orthodox,1999-07-11
338a11d3674eb2d4,Aaron Wilkinson,11-7-0,70,,Orthodox,1987-01-31
33a331684283900f,Eddie Alvarez,29-6-0 (1 NC),69,69,Orthodox,1984-01-11
33a86e839ad202d8,Luis Felipe Dias,18-5-0,70,74,,1995-01-17
33a8708747b7f943,Lucas Brennan,11-3-0,70,72,Southpaw,2000-06-03
33b2f68ef95252e0,Miguel Torres,44-9-0,69,76,Orthodox,1981-01-18
33e00249ef08d3a4,Jake Lindsey,12-7-0,71,,Switch,1986-06-21
33e33d51f289d2a1,Maurice Smith,12-14-0,74,,Orthodox,1961-12-13
33efaf2d0941cfcf,Andre Fialho,16-8-0 (1 NC),72,74,Orthodox,1994-04-07
3410cf010558dc8b,Scott Smith,18-11-0 (1 NC),72,70,Orthodox,1979-05-21
3414b50b08a10600,Antonio McKee,29-6-2,68,,Southpaw,1970-03-12
34218661c44ed55d,Michel Batista,4-1-0 (1 NC),75,,Orthodox,1984-04-20
348dff4e03bd18c6,Stefan Sekulic,12-4-0,72,75,Southpaw,1992-02-12
349aaa3da11eb587,Karo Parisyan,24-11-0 (1 NC),70,72,Orthodox,1982-08-28
34b96d52db1d26e6,Kevin Borjas,11-5-0,65,68,Orthodox,1997-12-06
34c2b3656f88f7ef,Aaron Phillips,12-5-0,69,71,Southpaw,1989-08-05
34e516ab361afb1c,Darrick Minner,26-14-0,67,69,Orthodox,1990-04-28
34e552520a934063,Brad Scott,11-6-0,73,76,Orthodox,1989-06-24
34f88592c0ab7a54,Elias Theodorou,16-3-0,73,75,Orthodox,1988-05-31
34ff304266360297,Manon Fiorot,13-2-0,67,65,Orthodox,1990-02-17
351c4ec637380ad5,Karol Rosa,19-8-0,65,67,Orthodox,1994-12-30
353de740bb6c7e75,Mike Russow,15-3-0 (1 NC),73,73,Orthodox,1976-09-11
35673bf5204524ee,Bo Nickal,9-1-0,73,76,Southpaw,1996-01-14
3591d0d5d382a381,Francis Carmont,25-12-0,75,78,Orthodox,1981-10-11
35b3772629e27a49,Kevin Croom,21-15-0 (1 NC),71,73,Orthodox,1987-07-15
35dc6220b113b7ec,Ryan Roberts,21-12-1 (1 NC),66,,Orthodox,1978-07-16
35e1f9984ed64206,Ryan MacDonald,10-2-0,71,71,Switch,1993-03-18
35faad160d346839,Mizuto Hirota,18-10-2,67,67,Orthodox,1981-05-05
3618e0632ecdba9c,Keiichiro Nakamura,8-1-0,70,70,Southpaw,1998-12-02
361d49960a196976,Daniel Pineda,28-17-0 (3 NC),67,69,Orthodox,1985-08-06
36207c58e854cae5,Dashon Johnson,9-2-0,67,,Orthodox,1988-01-25
3623bd267a2eef2e,Yaotzin Meza,21-11-0 (1 NC),69,71,Orthodox,1981-02-04
36541f1e6c5d4955,Viviane Araujo,13-7-0,64,68,Orthodox,1986-11-21
36549928f90f1d36,Jose Quinonez,9-5-0,68,69,Southpaw,1990-07-28
365fee2da473b177,Anthony Johnson,22-6-0,74,78,Orthodox,1984-03-06
369e1ce458ef50a6,Ruslan Magomedov,14-1-0,75,78,Orthodox,1986-11-26
369ea36e450ae62a,Armen Petrosyan,9-5-0,75,71,Orthodox,1990-11-03
36a432f22144843e,Neil Grove,12-8-1,78,,Orthodox,1971-01-18
36b8f265bcd1b7a4,Abus Magomedov,29-7-1,74,78,Orthodox,1990-09-02
36df8e119aec6175,Sarah Kaufman,18-4-0 (1 NC),65,66,Orthodox,1985-09-20
36e78278a77006d4,Connor Matthews,7-4-0,68,71,Switch,1992-05-31
36fbaa49a09ff997,Brian Houston,4-6-0,74,,Orthodox,1981-04-26
37098a6e6c27fb66,Vince Morales,16-11-0,67,70,Orthodox,1990-11-12
3738e68d2261e60f,Andrei Arlovski,34-24-0 (2 NC),75,77,Orthodox,1979-02-04
3753714927f18437,Mohammad Yahya,12-6-0,69,73,Switch,1994-05-23
3795fca327cbcf23,Antonio Mendes,18-13-0,75,77,Southpaw,1981-04-19
37b1696e6d115957,Rolando Delgado,11-6-1,75,77,Orthodox,1981-11-22
37c5366d18ed6c05,Roosevelt Roberts,12-6-0 (1 NC),74,73,Orthodox,1994-02-11
37cc294027f55e4d,Austin Springer,12-4-0,68,71,Orthodox,1987-05-12
37d5b176d438d2a5,Karl Roberson,9-6-0,73,74,Southpaw,1990-10-04
37d752ec41ed84bb,Maria Oliveira,13-7-0,66,69,Orthodox,1996-12-12
37e03538c960bac6,Abdul-Kerim Edilov,17-4-0,74,,Orthodox,1991-11-25
37ed1ab2f8b819f4,Brad Riddell,10-4-0,67,71,Orthodox,1991-09-30
37f560436d745c18,Nikolas Motta,15-6-0 (1 NC),69,70,Orthodox,1993-02-08
388abbf8832b5adf,Jeff Joslin,5-3-0,72,,Orthodox,1975-04-30
38b50fd1e1b5b656,Razak Al-Hassan,13-5-0,74,,Orthodox,1982-05-14
38c5817ade8a8014,Ivana Petrovic,7-3-0,68,70,Southpaw,1994-06-11
38c626ca912c7bac,Damir Hadzovic,14-8-0,69,70,Orthodox,1986-08-08
38c7f72747f4f712,Gillian Robertson,17-8-0,65,63,Orthodox,1995-05-17
38ed5a2299230227,Filip Pejic,12-2-2,68,,Orthodox,1992-07-21
3920d0cc288f9b0d,Francisco Prado,12-5-0,70,69,Orthodox,2002-06-16
39330403ad27c2bb,Patrick Williams,8-6-0,68,73,Orthodox,1981-09-07
394f55ebca199124,Ivan Salaverry,14-9-0,72,,Orthodox,1971-01-11
3956bdc8ab2e54b3,John Gunther,5-1-0,69,72,Orthodox,1985-11-24
396fe87b84ac2e1c,Lerone Murphy,17-1-1,69,73,Orthodox,1991-07-22
3974fa35c917af1d,Ricardo Lamas,20-8-0,68,71,Orthodox,1982-05-21
399afbabc02376b5,Tom Aspinall,15-3-0 (1 NC),77,78,Orthodox,1993-04-11
39cc64bf0a269db9,Niklas Backstrom,11-3-0 (1 NC),73,,Orthodox,1989-08-22
39d309957c5c210d,Mario Pinto,12-0-0,77,79,Orthodox,1998-03-14
39d91e95949de3d9,Felicia Spencer,9-3-0,66,68,Orthodox,1990-11-29
3a12a2f096a6d975,Roger Narvaez,8-3-0,75,,Southpaw,1983-09-09
3a24769a4855040a,Diego Nunes,19-7-0,66,67,Orthodox,1982-11-30
3a314d9fa7c6825d,Douglas Silva de Andrade,29-7-0 (1 NC),67,68,Orthodox,1985-06-22
3a46b268013afede,Kevin Holland,29-15-0 (1 NC),75,81,Orthodox,1992-11-05
3a524c6700addc24,Tateki Matsuda,13-8-0,67,,Orthodox,1986-02-27
3a8176e15b9887c1,Chris Weidman,16-8-0,74,78,Orthodox,1984-06-17
3aa794cbe1e3484b,Josh Copeland,12-4-0,73,,Orthodox,1982-10-20
3ae10ac4df3df05c,Jesse Lennox,14-4-0,69,72,Orthodox,1982-03-10
3b0a516d2921e0d6,Batgerel Danaa,12-5-0,67,70,Orthodox,1989-07-04
3b9f723e2720a238,Roger Bowling,12-6-0 (1 NC),69,68,Orthodox,1982-12-05
